HUGO symbols	Cell population
FCGR3A	Macrophage_Microglia
CD86	Macrophage_Microglia
GPNMB	Macrophage_Microglia
SPI1	Macrophage_Microglia
CRYBB1	Macrophage_Microglia
APOC4-APOC2	Macrophage_Microglia
SPP1	Macrophage_Microglia
PILRA	Macrophage_Microglia
LTC4S	Macrophage_Microglia
IL1B	Macrophage_Microglia
TGFBI	Macrophage_Microglia
SIGLEC10	Macrophage_Microglia
LHFPL2	Macrophage_Microglia
LPCAT2	Macrophage_Microglia
SIGLEC8	Macrophage_Microglia
SLC15A3	Macrophage_Microglia
LST1	Macrophage_Microglia
SCIN	Macrophage_Microglia
CSTA	Macrophage_Microglia
RGS18	Macrophage_Microglia
SERPINF1	Macrophage_Microglia
CLEC7A	Macrophage_Microglia
GPR84	Macrophage_Microglia
CLEC9A	Macrophage_Microglia
HSPA7	Macrophage_Microglia
CXCL16	Macrophage_Microglia
STAB1	Macrophage_Microglia
RNASET2	Macrophage_Microglia
NFAM1	Macrophage_Microglia
FPR1	Macrophage_Microglia
MAFB	Macrophage_Microglia
IL4I1	Macrophage_Microglia
SLC2A5	Macrophage_Microglia
MMP19	Macrophage_Microglia
CCL8	Macrophage_Microglia
MS4A14	Macrophage_Microglia
HMOX1	Macrophage_Microglia
SYT6	Macrophage_Microglia
RNASE6	Macrophage_Microglia
TLR7	Macrophage_Microglia
RAB20	Macrophage_Microglia
P2RY13	Macrophage_Microglia
PTCRA	Macrophage_Microglia
FGF20	Macrophage_Microglia
AXL	Macrophage_Microglia
NLRP3	Macrophage_Microglia
SIGLEC7	Macrophage_Microglia
B3GNT5	Macrophage_Microglia
CDCP1	Macrophage_Microglia
LILRB2	Macrophage_Microglia
FPR3	Macrophage_Microglia
SLC16A10	Macrophage_Microglia
HK3	Macrophage_Microglia
ADAMDEC1	Macrophage_Microglia
ZMYND15	Macrophage_Microglia
CD33	Macrophage_Microglia
HCK	Macrophage_Microglia
PTGS1	Macrophage_Microglia
CPVL	Macrophage_Microglia
CD300LF	Macrophage_Microglia
TLR5	Macrophage_Microglia
FGL2	Macrophage_Microglia
PLBD1	Macrophage_Microglia
MSLN	Macrophage_Microglia
DNAAF1	Macrophage_Microglia
TMEM86A	Macrophage_Microglia
LY86	Macrophage_Microglia
HK2	Macrophage_Microglia
TNFRSF11A	Macrophage_Microglia
NR4A3	Macrophage_Microglia
C5AR1	Macrophage_Microglia
P2RY6	Macrophage_Microglia
LILRA1	Macrophage_Microglia
TBXAS1	Macrophage_Microglia
XIRP1	Macrophage_Microglia
CARD9	Macrophage_Microglia
LPAR5	Macrophage_Microglia
CYBB	Macrophage_Microglia
CD84	Macrophage_Microglia
TNFSF13B	Macrophage_Microglia
DSC2	Macrophage_Microglia
TM6SF1	Macrophage_Microglia
PLIN2	Macrophage_Microglia
COL8A2	Macrophage_Microglia
SLAMF8	Macrophage_Microglia
WNT5A	Macrophage_Microglia
CD4	Macrophage_Microglia
SLAMF9	Macrophage_Microglia
TLR2	Macrophage_Microglia
KCNQ3	Macrophage_Microglia
RGS8	Macrophage_Microglia
SIGLEC14	Macrophage_Microglia
TRPM2	Macrophage_Microglia
ST14	Macrophage_Microglia
TCHH	Macrophage_Microglia
OTUD1	Macrophage_Microglia
SLC7A7	Macrophage_Microglia
ALOX5	Macrophage_Microglia
CD300LB	Macrophage_Microglia
PLAUR	Macrophage_Microglia
CYFIP1	Macrophage_Microglia
OSM	Macrophage_Microglia
MILR1	Macrophage_Microglia
C19orf38	Macrophage_Microglia
NPC2	Macrophage_Microglia
GPX1	Macrophage_Microglia
EBI3	Macrophage_Microglia
PTAFR	Macrophage_Microglia
F13A1	Macrophage_Microglia
RASGEF1C	Macrophage_Microglia
CMKLR1	Macrophage_Microglia
CTSB	Macrophage_Microglia
TNFAIP8L3	Macrophage_Microglia
SOCS6	Macrophage_Microglia
KCNMB1	Macrophage_Microglia
HLA-DRB5	Macrophage_Microglia
TYROBP	Macrophage_Microglia
OTOA	Macrophage_Microglia
HAVCR2	Macrophage_Microglia
MPEG1	Macrophage_Microglia
TLR1	Macrophage_Microglia
IL10	Macrophage_Microglia
LRRC25	Macrophage_Microglia
C1orf162	Macrophage_Microglia
FUCA1	Macrophage_Microglia
SH3TC1	Macrophage_Microglia
FTL	Macrophage_Microglia
TYMP	Macrophage_Microglia
DLEU7	Macrophage_Microglia
LYZ	Macrophage_Microglia
CPED1	Macrophage_Microglia
RGS10	Macrophage_Microglia
IER3	Macrophage_Microglia
LGMN	Macrophage_Microglia
TFEC	Macrophage_Microglia
OSCAR	Macrophage_Microglia
RAB3IL1	Macrophage_Microglia
IL17RA	Macrophage_Microglia
HAPLN4	T_cell
KLK7	T_cell
ZNF619	T_cell
SIRT4	T_cell
POU3F4	T_cell
DLG5	T_cell
ICOS	T_cell
CD3D	T_cell
CD8B	T_cell
CTLA4	T_cell
CD3G	T_cell
CD40LG	T_cell
SCARNA12	T_cell
LIME1	T_cell
FOXP3	T_cell
CD28	T_cell
SHPK	T_cell
PDCD1	T_cell
CXCL13	T_cell
CD5	T_cell
RHOBTB2	T_cell
CXCR6	T_cell
KRT6A	T_cell
AOC2	T_cell
OR52I1	T_cell
CD6	T_cell
CD2	T_cell
LINC00239	T_cell
ACCS	T_cell
IL7R	T_cell
THEMIS	T_cell
SLAMF1	T_cell
SNORA84	T_cell
FGFBP2	T_cell
ACSF3	T_cell
DLGAP1	T_cell
NUP62CL	T_cell
CD8A	T_cell
CBFA2T2	T_cell
HNRNPA1P10	T_cell
FOLR3	T_cell
LAIR2	T_cell
CEP250	T_cell
CD27	T_cell
UTS2	T_cell
GZMH	T_cell
BCL11B	T_cell
ITK	T_cell
CCR4	T_cell
AQP3	T_cell
CD3E	T_cell
GPR171	T_cell
INSM2	T_cell
PMCH	T_cell
MIR21	T_cell
HSPE1-MOB4	T_cell
PBX4	T_cell
TRAT1	T_cell
PRAME	T_cell
PNLDC1	T_cell
LAG3	T_cell
BATF	T_cell
NEUROD4	T_cell
EFNA2	T_cell
CCR5	T_cell
KRT19	T_cell
DPP4	T_cell
VENTX	T_cell
CHRNA9	T_cell
FXYD3	T_cell
ZMAT4	T_cell
SIRPG	T_cell
ITIH4	T_cell
IGFN1	T_cell
GZMK	T_cell
KCNA3	T_cell
NCF1B	T_cell
ACRBP	T_cell
IL32	T_cell
TESPA1	T_cell
IL2	T_cell
RPL10L	T_cell
INHBC	T_cell
KLRK1	T_cell
NFATC4	T_cell
CCR8	T_cell
S100A4	T_cell
ZNF563	T_cell
STON2	T_cell
CLEC2D	T_cell
KLRG1	T_cell
SIT1	T_cell
PTGER2	T_cell
TIGIT	T_cell
SCARNA7	T_cell
SLAMF7	T_cell
SH2D1A	T_cell
CNOT7	T_cell
ADORA2A	T_cell
TSSK6	T_cell
GEMIN8P4	T_cell
INE1	T_cell
LRFN5	T_cell
PGLYRP2	T_cell
KRT16	T_cell
LOXL1-AS1	T_cell
HCP5	T_cell
KRT17	T_cell
FBXW4P1	T_cell
ZNF137P	T_cell
CST7	T_cell
ANKRD18A	T_cell
KTI12	T_cell
FLT3LG	T_cell
LCK	T_cell
HBA1	T_cell
FAM209B	T_cell
PSMD6-AS2	T_cell
LAT	T_cell
RASGRP1	T_cell
DTHD1	T_cell
GATA3	T_cell
ARRDC5	T_cell
AKR1C2	T_cell
SNORD32A	T_cell
MAP4	T_cell
SLC9A5	T_cell
CEMP1	T_cell
ITGAL	T_cell
UBASH3A	T_cell
GZMM	T_cell
PVRIG	T_cell
ZNF600	T_cell
GIMAP7	T_cell
GRAP2	T_cell
HCG4	T_cell
ADAM20P1	T_cell
SNORA57	T_cell
S1PR4	T_cell
SLC7A5P2	T_cell
CAMK4	T_cell
PABPC1P2	T_cell
STAT4	T_cell
ZNF793	T_cell
SHANK2	T_cell
ZNF671	T_cell
SNORA70	T_cell
ANKRD30BL	T_cell
PCDHA11	T_cell
SPNS3	T_cell
CCDC88C	T_cell
EPHA1	T_cell
IL2RG	T_cell
MYO15A	T_cell
TAS2R31	T_cell
WASH5P	T_cell
APOBEC3H	T_cell
ZNF101	T_cell
SPTBN2	T_cell
PARS2	T_cell
GBP5	T_cell
MYH3	T_cell
ESRG	T_cell
GPX2	T_cell
ACER1	T_cell
ELF3	T_cell
TNIP3	T_cell
GUSBP1	T_cell
TNFRSF25	T_cell
SNORA31	T_cell
IFNG	T_cell
FASTKD5	T_cell
SH2D2A	T_cell
PTPRCAP	T_cell
MORN3	T_cell
BAAT	T_cell
OCM	T_cell
ZNF177	T_cell
IL18R1	T_cell
DENND2D	T_cell
GUSBP4	T_cell
IDI2	T_cell
SPDYE5	T_cell
ZNF460	T_cell
LPAR2	T_cell
IL2RA	T_cell
GIMAP1	T_cell
LYAR	T_cell
PCED1B-AS1	T_cell
SNX15	T_cell
STRADA	T_cell
C12orf75	T_cell
ATXN8OS	T_cell
HSPB9	T_cell
MARS2	T_cell
CACNA1F	T_cell
APOBEC3C	T_cell
IL12RB2	T_cell
LSS	T_cell
POU5F1P4	T_cell
KRT81	NK_cell
KRT86	NK_cell
CLC	NK_cell
XCL1	NK_cell
KIR2DL4	NK_cell
CD160	NK_cell
SH2D1B	NK_cell
XCL2	NK_cell
TXK	NK_cell
KLRC1	NK_cell
GNLY	NK_cell
TNFRSF18	NK_cell
TMIGD2	NK_cell
CD244	NK_cell
CCNA1	NK_cell
CTSW	NK_cell
ZNF683	NK_cell
CSF2	NK_cell
AKAP5	NK_cell
CHRM5	NK_cell
NCR1	NK_cell
CD7	NK_cell
AREG	NK_cell
KLRF1	NK_cell
GAST	NK_cell
IL2RB	NK_cell
PTGDR	NK_cell
KLRD1	NK_cell
KIR2DL3	NK_cell
MATK	NK_cell
CLIC3	NK_cell
MCTP2	NK_cell
TMED10P1	NK_cell
SYCP2L	NK_cell
CAPN12	NK_cell
KLRB1	NK_cell
SLC26A8	NK_cell
TRIM61	NK_cell
NKG7	NK_cell
PRSS48	NK_cell
TNFRSF9	NK_cell
GOLGA6L9	NK_cell
NMUR1	NK_cell
FCRL6	NK_cell
TIGD2	NK_cell
WIPF3	NK_cell
TBX21	NK_cell
GZMB	NK_cell
EOMES	NK_cell
GAD1	NK_cell
KLRC3	NK_cell
BGLAP	NK_cell
CD247	NK_cell
OR4D9	NK_cell
FASLG	NK_cell
TSPAN32	NK_cell
CPNE7	NK_cell
SLA2	NK_cell
CCL5	NK_cell
PRF1	NK_cell
GZMA	NK_cell
RAB37	NK_cell
SNORA66	NK_cell
CHIT1	NK_cell
CRTAM	NK_cell
ZNF705D	NK_cell
TPH1	NK_cell
SPON2	NK_cell
FNDC9	NK_cell
SAMD3	NK_cell
ATP8B4	NK_cell
DOK7	NK_cell
ZNF772	NK_cell
SKAP1	NK_cell
GFI1	NK_cell
RFX8	NK_cell
ZAP70	NK_cell
CD38	NK_cell
TTTY10	NK_cell
SLFN12L	NK_cell
ZNF705G	NK_cell
IFNG	NK_cell
PTPN22	NK_cell
PCDHGB8P	NK_cell
B3GNT7	NK_cell
SYTL3	NK_cell
BTBD8	NK_cell
C11orf21	NK_cell
CHRM3-AS2	NK_cell
CDC25A	NK_cell
HMGA1P4	NK_cell
RNF152	NK_cell
CXCR3	NK_cell
C1orf21	NK_cell
HSH2D	NK_cell
CD96	NK_cell
ZNF705A	NK_cell
MIR1244-3	NK_cell
CMC1	NK_cell
PYHIN1	NK_cell
TNFSF14	NK_cell
KIR3DL2	NK_cell
ADCY7	NK_cell
ZC3H4	NK_cell
CSF3	NK_cell
APOBEC3G	NK_cell
SLFN13	NK_cell
CAMK2A	NK_cell
SLC27A2	NK_cell
GSDMB	NK_cell
DOK2	NK_cell
FAM13A-AS1	NK_cell
SNORA29	NK_cell
B4GALT6	NK_cell
GZMM	NK_cell
LRRC37A	NK_cell
RGL4	NK_cell
TC2N	NK_cell
STYK1	NK_cell
ZNF841	NK_cell
KLRC4	NK_cell
PLCXD2	NK_cell
MED23	NK_cell
NCR3	NK_cell
DUSP2	NK_cell
CST7	NK_cell
UNC13D	NK_cell
LGALS9B	NK_cell
SCML4	NK_cell
GATA3	NK_cell
IL9R	NK_cell
CLASP1	NK_cell
GPR25	NK_cell
SCRT2	NK_cell
ARHGAP9	NK_cell
MYO3B	NK_cell
JAKMIP1	NK_cell
OXNAD1	NK_cell
PRRG2	NK_cell
LCK	NK_cell
ARID3B	NK_cell
CLNK	NK_cell
TTK	NK_cell
TBC1D10C	NK_cell
SPN	NK_cell
ADAMTS17	NK_cell
SH2D2A	NK_cell
PCDH15	NK_cell
PLEKHN1	NK_cell
MYT1	NK_cell
UNC13C	NK_cell
CCDC88B	NK_cell
PTPN4	NK_cell
STAT4	NK_cell
SLC26A1	NK_cell
USP30-AS1	NK_cell
SH2D1A	NK_cell
CYP26A1	NK_cell
PAN3-AS1	NK_cell
AOAH	NK_cell
PRICKLE3	NK_cell
SCARNA17	NK_cell
HCST	NK_cell
SNHG4	NK_cell
SPTSSB	NK_cell
MZB1	NK_cell
TEC	NK_cell
MAFF	NK_cell
ATG16L2	NK_cell
CSF2RB	NK_cell
GPR68	NK_cell
CACNG5	NK_cell
KLRC2	NK_cell
NPW	NK_cell
POMC	NK_cell
SMPD3	NK_cell
GNGT2	NK_cell
TIGIT	NK_cell
RNU5B-1	NK_cell
GZMK	NK_cell
PSTPIP1	NK_cell
SPINK2	NK_cell
RUNX3	NK_cell
LAT	NK_cell
TBCD	NK_cell
PTPN7	NK_cell
C6orf118	NK_cell
HPGD	NK_cell
APOBEC3H	NK_cell
CHRFAM7A	NK_cell
ARGFXP2	NK_cell
KLHL29	NK_cell
PTGER2	NK_cell
TOX	NK_cell
TRAF3IP3	NK_cell
ERC2	NK_cell
PKD1P1	NK_cell
NUP210	NK_cell
SYCE1L	NK_cell
ANO9	NK_cell
VPREB3	B_cell
CD79A	B_cell
MS4A1	B_cell
CD19	B_cell
TCL1A	B_cell
BANK1	B_cell
TNFRSF13B	B_cell
BLK	B_cell
CD79B	B_cell
FCRLA	B_cell
ID2B	B_cell
FCRL2	B_cell
TNFRSF13C	B_cell
BTLA	B_cell
POU2AF1	B_cell
CXCR5	B_cell
PAX5	B_cell
MYCNOS	B_cell
FAM177B	B_cell
P2RX5	B_cell
SPIB	B_cell
OR2B6	B_cell
AIM2	B_cell
CCL17	B_cell
PNOC	B_cell
PLEKHF2	B_cell
STAP1	B_cell
PIGR	B_cell
C2orf88	B_cell
FCRL1	B_cell
AFF3	B_cell
KMO	B_cell
CD22	B_cell
RALGPS2	B_cell
MACROD2	B_cell
CETN4P	B_cell
STAG3	B_cell
IGLL5	B_cell
C12orf42	B_cell
GOLGA2P5	B_cell
KCNJ3	B_cell
FCRL5	B_cell
CD1C	B_cell
TDRKH	B_cell
PAQR9	B_cell
GAPT	B_cell
PIM2	B_cell
EFHC2	B_cell
LINC00494	B_cell
ZNF860	B_cell
BIRC3	B_cell
ZBTB32	B_cell
FCER2	B_cell
PRKCB	B_cell
BCL11A	B_cell
CD37	B_cell
TLR10	B_cell
CSAG1	B_cell
TREML4	B_cell
MAGEA10	B_cell
CCR7	B_cell
FCRL3	B_cell
USP9Y	B_cell
ZNF296	B_cell
FIZ1	B_cell
IRF8	B_cell
TMEM154	B_cell
SH2D3A	B_cell
USP27X	B_cell
CD70	B_cell
MTRF1	B_cell
DAPP1	B_cell
RHD	B_cell
ANXA3	B_cell
SEL1L3	B_cell
CPNE5	B_cell
LY9	B_cell
CD72	B_cell
POU2F2	B_cell
P2RY14	B_cell
HVCN1	B_cell
IGSF22	B_cell
BLNK	B_cell
HLA-DQA1	B_cell
IL6	B_cell
ARHGAP24	B_cell
CD40	B_cell
HLA-DOA	B_cell
SLC17A9	B_cell
LAX1	B_cell
XBP1	B_cell
PANX1	B_cell
SUZ12P1	B_cell
SNX29P2	B_cell
PROX2	B_cell
GPR55	B_cell
CNFN	B_cell
CCR6	B_cell
CBFA2T3	B_cell
DERL3	B_cell
ANKRD33B	B_cell
HLA-DQB1	B_cell
PIP5KL1	B_cell
ZBTB42	B_cell
SCIMP	B_cell
SLAMF6	B_cell
LRP5L	B_cell
CYSLTR1	B_cell
ZBTB24	B_cell
BTK	B_cell
MDS2	B_cell
KLK1	B_cell
NFKB2	B_cell
GHRLOS	B_cell
TBXA2R	B_cell
AGBL2	B_cell
COCH	B_cell
SOWAHD	B_cell
WDFY4	B_cell
DHX57	B_cell
PHYHIP	B_cell
FAM78B	B_cell
ANK1	B_cell
TMEM156	B_cell
SP140	B_cell
CIITA	B_cell
KCNJ6	B_cell
OSBPL10	B_cell
RASGRP2	B_cell
TLR6	B_cell
PARP15	B_cell
FAM227B	B_cell
NBPF15	B_cell
PRR7	B_cell
CD1D	B_cell
HHEX	B_cell
ITPR1	B_cell
CDKN2D	B_cell
CELSR1	B_cell
QRSL1	B_cell
CCT6P3	B_cell
CLCF1	B_cell
SRRM2-AS1	B_cell
PI4K2B	B_cell
GPR160	B_cell
KLHDC7B	B_cell
ABCC11	B_cell
B3GNT2	B_cell
ZBTB26	B_cell
STK38	B_cell
ABCA7	B_cell
ZNF438	B_cell
CNR2	B_cell
GDF7	B_cell
NEXN	B_cell
TP73	B_cell
BACH2	B_cell
DDX11	B_cell
CD83	B_cell
DOK3	B_cell
CHAMP1	B_cell
SIDT1	B_cell
NFKBID	B_cell
RNF216P1	B_cell
EPB42	B_cell
TYSND1	B_cell
KCNN4	B_cell
FAM117A	B_cell
RPS4Y2	B_cell
ZBTB2	B_cell
ZNF549	B_cell
NUP88	B_cell
PHTF2	B_cell
MATN1-AS1	B_cell
BBC3	B_cell
GPR18	B_cell
CD52	B_cell
SMAP2	B_cell
EVI2B	B_cell
RELB	B_cell
TRIM38	B_cell
BTN2A2	B_cell
NCF1	B_cell
FGD2	B_cell
OR11G2	B_cell
HLA-DRA	B_cell
KSR1	B_cell
PIM3	B_cell
INPP5E	B_cell
SNORD3A	B_cell
BCAS4	B_cell
SPINK9	B_cell
AP1S3	B_cell
SIT1	B_cell
P2RY8	B_cell
LYL1	B_cell
SERF1A	B_cell
STXBP5-AS1	B_cell
CD48	B_cell
RCSD1	B_cell
VWF	Endothelial
ESAM	Endothelial
CLDN5	Endothelial
HSPG2	Endothelial
ECSCR	Endothelial
SPINK8	Endothelial
ABCG2	Endothelial
EGFL7	Endothelial
TM4SF18	Endothelial
CLEC14A	Endothelial
EMCN	Endothelial
ESM1	Endothelial
EDN1	Endothelial
NOSTRIN	Endothelial
SLC38A5	Endothelial
ACVRL1	Endothelial
SOX18	Endothelial
GNG11	Endothelial
GGT5	Endothelial
CDH5	Endothelial
STC1	Endothelial
ROBO4	Endothelial
CYYR1	Endothelial
DPEP1	Endothelial
PTPRB	Endothelial
BCL6B	Endothelial
COL4A1	Endothelial
RAMP2	Endothelial
ERG	Endothelial
ACE	Endothelial
COL4A2	Endothelial
HSPA12B	Endothelial
BTNL9	Endothelial
SEMA3F	Endothelial
KDR	Endothelial
MYCT1	Endothelial
TIE1	Endothelial
MATN3	Endothelial
MMRN2	Endothelial
CD34	Endothelial
RASIP1	Endothelial
GPR4	Endothelial
MYO1B	Endothelial
FLT4	Endothelial
ANGPT2	Endothelial
TINAGL1	Endothelial
ITGA8	Endothelial
SLCO2A1	Endothelial
TMEM204	Endothelial
RUNDC3B	Endothelial
FLT1	Endothelial
BCAM	Endothelial
MECOM	Endothelial
PODXL	Endothelial
SLC52A3	Endothelial
SORBS2	Endothelial
MAST2	Endothelial
TM4SF1	Endothelial
MFSD2A	Endothelial
APLN	Endothelial
MPZL2	Endothelial
TBX3	Endothelial
ADCY4	Endothelial
PLVAP	Endothelial
ITGA10	Endothelial
FZD4	Endothelial
APOLD1	Endothelial
ARHGAP29	Endothelial
HRCT1	Endothelial
FCN3	Endothelial
PGF	Endothelial
HAPLN1	Endothelial
ITIH5	Endothelial
GJA4	Endothelial
CDA	Endothelial
IFI27	Endothelial
DOCK6	Endothelial
NDST2	Endothelial
LRRC32	Endothelial
SELE	Endothelial
PRSS3	Endothelial
TCN2	Endothelial
PCDH12	Endothelial
HMCN1	Endothelial
FGD5	Endothelial
PALMD	Endothelial
TEK	Endothelial
CA4	Endothelial
IGFBP1	Endothelial
COX7A1	Endothelial
FOXC1	Endothelial
CMTM8	Endothelial
HIGD1B	Endothelial
AFAP1L1	Endothelial
SOX17	Endothelial
TGM2	Endothelial
NHLRC4	Endothelial
PXDN	Endothelial
CALCRL	Endothelial
LXN	Endothelial
COL15A1	Endothelial
LAMB1	Endothelial
JAG2	Endothelial
NOX4	Endothelial
EXOC3L1	Endothelial
PLA1A	Endothelial
C2CD4B	Endothelial
ITM2A	Endothelial
FOXF1	Endothelial
ST6GALNAC1	Endothelial
NOS3	Endothelial
ANKRD17	Endothelial
IGFBP7	Endothelial
GPR85	Endothelial
BGN	Endothelial
KANK3	Endothelial
CETP	Endothelial
SHE	Endothelial
INSR	Endothelial
FZD5	Endothelial
NID1	Endothelial
ALPL	Endothelial
FRY	Endothelial
QPCT	Endothelial
PAPSS2	Endothelial
ENG	Endothelial
IL3RA	Endothelial
LIMS2	Endothelial
CX3CL1	Endothelial
BDKRB2	Endothelial
TMEM74B	Endothelial
USHBP1	Endothelial
MCAM	Endothelial
NOTCH4	Endothelial
PRSS23	Endothelial
ARHGEF15	Endothelial
CD93	Endothelial
OLFML2A	Endothelial
SEMA3G	Endothelial
LRRC36	Endothelial
ABCB1	Endothelial
PRX	Endothelial
MYLK2	Endothelial
FILIP1	Endothelial
